"","sp","sample.type","sp.type.combo","mass.g","log.mass","length.mm","width.mm","height.mm","density.gcm3","toughness","log.toughness","specific.toughness","peak.force","log.peak.force","specific.peak.force","fruit.diaspore"
"23","asts","diaspora","astsdiaspora",9.587,0.981682727371285,33.6,22.7,22.5,1.06693129111391,1.8941992745,0.277425665936136,-0.704257061435149,2490.889107,3.39635439341768,2.41467166604639,"diaspore"
"24","asts","diaspora","astsdiaspora",11.2832,1.05243228628321,30.7,24.7,24,1.18409648940015,4.5989972125,0.662663146343719,-0.38976913993949,4211.956187,3.62448384498185,2.57205155869864,"diaspore"
"25","asts","diaspora","astsdiaspora",9.4903,0.977279941224475,30.8,22.4,21.5,1.22192380087885,3.60760637,0.55721914509415,-0.420060796130325,3393.10091,3.53059677564998,2.5533168344255,"diaspore"
"26","asts","diaspora","astsdiaspora",9.0455,0.956432577966348,30.6,22,21.5,1.1935796026512,3.2584853125,0.513015767769986,-0.443416810196362,3314.64771,3.52043737716515,2.5640047991988,"diaspore"
"27","asts","diaspora","astsdiaspora",14.5567,1.16306293169214,37.1,25.8,25.3,1.14802189936188,4.369829485,0.640464490707633,-0.522598440984506,4569.898913,3.65990659350271,2.49684366181057,"diaspore"
"28","asts","diaspora","astsdiaspora",16.3418,1.2132998910589,38.2,26.8,26.6,1.1460972624366,5.268412055,0.721679734819431,-0.491620156239465,5070.038065,3.7050112199561,2.4917113288972,"diaspore"
"29","asts","diaspora","astsdiaspora",13.3581,1.12574469031045,34,26.2,25.8,1.11005923356891,4.3621485975,0.639700455826602,-0.48604423448385,4207.052862,3.62397796900075,2.4982332786903,"diaspore"
"30","asts","diaspora","astsdiaspora",10.6778,1.02848178206695,34.8,23,22.8,1.11748379188474,3.62408796,0.559198729865439,-0.469283052201513,3760.850286,3.57528604513252,2.54680426306557,"diaspore"
"31","asts","diaspora","astsdiaspora",7.3976,0.869090844620728,28.4,20.3,19.6,1.25032171248809,2.52981329,0.403088469746998,-0.46600237487373,2397.725932,3.3797995403048,2.51070869568407,"diaspore"
"32","asts","diaspora","astsdiaspora",6.6423,0.822318486649642,26.5,19.8,19.7,1.22727693968626,2.15127835175,0.332696606950929,-0.489621879698713,1946.620031,3.28928118801501,2.46696270136537,"diaspore"
"33","asts","diaspora","astsdiaspora",12.467,1.0957619594775,32.1,25.5,25.2,1.15429704414988,5.0224262925,0.700913571902036,-0.394848387575464,4192.342887,3.62245679588457,2.52669483640707,"diaspore"
"34","asts","diaspora","astsdiaspora",10.7577,1.03171942894367,32,23.8,23.7,1.13827061702191,4.8569688575,0.68636531882011,-0.345354110123557,3751.043636,3.57415211634048,2.54243268739681,"diaspore"
"35","asts","diaspora","astsdiaspora",7.9162,0.898516757969824,27.75,22.24,21.7,1.12891340877096,2.913442005,0.46440637744276,-0.434110380527064,3020.448209,3.48007139337178,2.58155463540195,"diaspore"
"36","asts","diaspora","astsdiaspora",7.7382,0.888639950220313,28.93,21.74,21.56,1.08989484385009,2.27368991725,0.356731235897139,-0.531908714323174,2623.278883,3.41884446325895,2.53020451303864,"diaspore"
"37","asts","diaspora","astsdiaspora",13.0315,1.11499440836255,34.6,26.1,25.6,1.07656241741726,3.4963367025,0.543613249190219,-0.571381159172334,3157.741309,3.4993765485109,2.38438214014835,"diaspore"
"38","asts","diaspora","astsdiaspora",14.2861,1.15491368577846,35.8,27,26.2,1.07737521737725,4.52762604,0.655870549039014,-0.499043136739443,4177.632912,3.62093027592747,2.46601659014902,"diaspore"
"39","asts","diaspora","astsdiaspora",14.6971,1.16723164915323,34.1,27.2,26.6,1.13770091451692,2.677026585,0.427652684097456,-0.739578965055773,3113.611384,3.49326440646061,2.32603275730738,"diaspore"
"40","asts","diaspora","astsdiaspora",11.4794,1.0599191891509,32.5,24,23.9,1.17605616590222,7.49815306,0.874954301440952,-0.184964887709951,5702.566992,3.75607039593642,2.69615120678551,"diaspore"
"41","asts","diaspora","astsdiaspora",11.156,1.04750850559401,32.3,23.6,23.5,1.18939879921256,3.7753847475,0.576961216945782,-0.47054728864823,4211.956187,3.62448384498185,2.57697533938784,"diaspore"
"42","attb","diaspora","atabdiaspora",14.3972,1.15827803773488,47.9,21.8,21.7,1.21346617373264,4.910520135,0.691127496154822,-0.467150541580062,5604.500491,3.74853691154841,2.59025887381353,"diaspore"
"43","attb","diaspora","atabdiaspora",16.9463,1.22907489044519,48.2,23,22.7,1.28610236451015,5.07564502,0.705491240836757,-0.523583649608433,6232.126093,3.79463623172165,2.56556134127646,"diaspore"
"44","attb","diaspora","atabdiaspora",12.3477,1.09158606930963,46.4,20.7,20.5,1.19769230678307,5.1552102875,0.712246385398036,-0.379339683911592,5643.727091,3.75156600477431,2.65997993546468,"diaspore"
"45","attb","diaspora","atabdiaspora",13.3962,1.12698162276213,47,20.5,20.4,1.30167065456677,4.972296745,0.696557039291883,-0.430424583470242,5810.440142,3.76420903153006,2.63722740876793,"diaspore"
"46","attb","diaspora","atabdiaspora",14.3275,1.15617041712979,49.3,21.59,21.74,1.1825314326302,4.575296805,0.660419272521076,-0.495751144608711,6393.935819,3.80576827259972,2.64959785546994,"diaspore"
"47","attb","diaspora","atabdiaspora",14.0291,1.14702981090214,48.63,23.15,21.52,1.10594532383285,6.729661955,0.827993249251408,-0.319036561650729,6864.65502,3.83661871685683,2.68958890595469,"diaspore"
"48","attb","diaspora","atabdiaspora",12.1241,1.0836495097864,44.9,22,21,1.11625282477103,2.559564045,0.40816600086892,-0.675483508917484,4118.793012,3.61476996724048,2.53112045745407,"diaspore"
"49","bac2","diaspora","bac2diaspora",0.3516,-0.453951133598266,7.4,8.2,7.8,1.41876370344076,0.1088576115,-0.963141198989642,-0.509190065391376,239.2822607,2.37891050318649,2.83286163678476,"diaspore"
"50","bac2","diaspora","bac2diaspora",0.3552,-0.449527042893437,7.2,8.4,8,1.40207926057146,0.15672706875,-0.804855988895098,-0.355328946001662,278.9991933,2.44560294755365,2.89512999044709,"diaspore"
"51","bacm","diaspora","bacmdiaspora",5.9815,0.776810107071012,27.6,18.5,17.6,1.27121206615769,1.5532825805,0.191250471818693,-0.585559635252319,1980.943306,3.29687204633931,2.5200619392683,"diaspore"
"52","bacm","diaspora","bacmdiaspora",5.7456,0.759335387781998,27.3,19.1,18.7,1.12537987547259,0.70269262725,-0.153234603117739,-0.912569990899737,1304.284454,3.11537231787626,2.35603693009426,"diaspore"
"53","broa","diaspora","broadiaspora",1.3249,0.122183100093868,10.7,14.6,14.4,1.12482601514132,0.2563994885,-0.591082845541087,-0.713265945634955,191.2296756,2.28155528830242,2.15937218820856,"diaspore"
"55","bunc","diaspora","buncdiaspora",1.3799,0.139847614646311,18.4,12,10.2,1.17017213327209,0.2710377785,-0.566970170931535,-0.706817785577846,230.4562757,2.36258853916815,2.22274092452184,"diaspore"
"56","bunc","diaspora","buncdiaspora",1.141,0.0572856444182146,17,11,9.5,1.22665323997424,0.302856059,-0.518763733329906,-0.576049377748121,230.4562757,2.36258853916815,2.30530289474994,"diaspore"
"57","bunc","diaspora","buncdiaspora",1.2093,0.0825340528727136,18.1,13.1,7.9,1.23298691798356,0.17548585375,-0.755757887095212,-0.838291939967926,235.3596007,2.37173191858054,2.28919786570783,"diaspore"
"58","bunc","diaspora","buncdiaspora",1.1155,0.0474695746198565,18,12.6,7.7,1.21993636376698,0.42157540225,-0.375124736929139,-0.422594311548996,338.329426,2.52933977193419,2.48187019731433,"diaspore"
"59","bunc","diaspora","buncdiaspora",1.228,0.0891983668051489,17.1,11.6,9.9,1.19429179952488,0.19896679525,-0.701219395162814,-0.790417761967963,215.7463006,2.33394335760727,2.24474499080212,"diaspore"
"60","bunc","diaspora","buncdiaspora",0.8558,-0.067627717852086,15.6,9.8,9.2,1.16207767642178,0.092116143,-1.03566425469483,-0.968036536842746,117.6798003,2.07070192273204,2.13832964058412,"diaspore"
"61","bunc","diaspora","buncdiaspora",0.9079,-0.0419619839016631,16.4,10.2,9.4,1.10272576111246,0.130553871,-0.884210246560182,-0.842248262658519,166.7130505,2.22196959825806,2.26393158215973,"diaspore"
"62","bunc","diaspora","buncdiaspora",0.8669,-0.0620309970485472,17.5,11.2,7.1,1.18975067691605,0.163514457,-0.786443843506703,-0.724412846458156,245.1662507,2.38946068548931,2.45149168253785,"diaspore"
"63","bunc","diaspora","buncdiaspora",1.1465,0.0593740590659577,17.2,11.3,9.6,1.17353842261048,0.17775381575,-0.75018106772122,-0.809555126787178,191.2296756,2.28155528830242,2.22218122923647,"diaspore"
"64","bunc","diaspora","buncdiaspora",0.8683,-0.0613301989773208,18.3,10.9,7.1,1.170941618557,0.09545246225,-1.02021286425517,-0.958882665277846,171.6163755,2.23455872552887,2.29588892450619,"diaspore"
"65","cal2","diaspora","cal2diaspora",8.8136,0.9451533364241,28.7,26.4,26.1,0.851193665863688,1.3597349795,0.13345427001981,-0.81169906640429,362.8460511,2.55972240096087,1.61456906453677,"diaspore"
"66","cal2","diaspora","cal2diaspora",10.2722,1.0116634665319,28.5,28.1,28,0.874894392437625,1.88298357675,0.274846532147332,-0.736816934384573,470.7192014,2.67276191424452,1.66109844771262,"diaspore"
"67","cal2","diaspora","cal2diaspora",7.1099,0.851863492466249,24.6,23,22.5,1.06664378922028,0.90581479425,-0.0429605904661883,-0.894824082932438,328.522776,2.51656548393608,1.66470199146983,"diaspore"
"68","cal2","diaspora","cal2diaspora",10.967,1.04008784346988,30,28.2,27.4,0.903583507215829,3.1252280075,0.494881707691871,-0.54520613577801,686.465502,2.83661871685683,1.79653087338695,"diaspore"
"69","cal2","diaspora","cal2diaspora",6.6216,0.820962942190791,27.2,24.2,23.4,0.821039766632772,0.9962441825,-0.00163420162145245,-0.822597143812244,269.6828758,2.43085337069584,1.60989042850505,"diaspore"
"70","cand","diaspora","canddiaspora",0.9201,-0.0361649692978521,19.1,11.7,7.9,0.995382699496512,0.2865063645,-0.542865726099631,-0.506700756801779,348.136076,2.54174902987985,2.5779139991777,"diaspore"
"71","cand","diaspora","canddiaspora",0.9197,-0.0363538135151567,18.8,11.6,8.3,0.970406357973748,0.1252985735,-0.902053873336297,-0.86570005982114,299.1028259,2.47582051623085,2.512174329746,"diaspore"
"72","cand","diaspora","canddiaspora",0.8683,-0.0613301989773208,18.8,12,7.6,0.967204906821758,0.1305610065,-0.884186510583848,-0.822856311606527,313.8128009,2.49667065514271,2.55800085412003,"diaspore"
"73","cand","diaspora","canddiaspora",0.923,-0.0347982989740879,19.3,12.3,7.5,0.990100762281946,0.17632847425,-0.753677550371555,-0.718879251397468,465.8158764,2.6682142865074,2.70301258548149,"diaspore"
"74","cand","diaspora","canddiaspora",1.0401,0.0170750963760591,18.4,12.2,9,0.983232693691378,0.2693430235,-0.569694269030936,-0.586769365406995,259.8762258,2.414766550851,2.39769145447494,"diaspore"
"75","cand","diaspora","canddiaspora",1.0558,0.0235816576649397,18.8,12.2,8.5,1.03429977379361,0.3179827965,-0.497596375572876,-0.521178033237816,308.9094759,2.48983123063218,2.46624957296724,"diaspore"
"76","cand","diaspora","canddiaspora",1.0443,0.0188252780039508,17.7,12,9.5,0.988435962360192,0.18884842875,-0.723886624222972,-0.742711902226923,240.2629257,2.38068676120711,2.36186148320316,"diaspore"
"77","clij","diaspora","clijdiaspora",0.5099,-0.292514988032526,10.9,9.3,7.2,1.33427222851201,0.0608727995,-1.21557672487021,-0.923061736837686,98.06650029,1.99152067686155,2.28403566489408,"diaspore"
"78","clij","diaspora","clijdiaspora",0.6039,-0.219034970391683,11,11.3,7.4,1.25390189558647,0.0770311365,-1.11333369460877,-0.894298724217092,147.0997504,2.1676119358139,2.38664690620559,"diaspore"
"79","colg","diaspora","colgdiaspora",0.0148,-1.82973828460504,3.2,2.8,2,1.57733916814289,0.01325928525,-1.87747988621384,-0.0477416016088022,53.44624266,1.72791717915404,3.55765546375908,"diaspore"
"80","colg","diaspora","colgdiaspora",0.0159,-1.79860287567955,3.1,2.8,2.1,1.66594048397705,0.007888849,-2.10298635666551,-0.304383480985957,44.62025763,1.64953207349969,3.44813494917924,"diaspore"
"81","cont","diaspora","contdiaspora",0.3902,-0.408712734941501,11.2,7.7,6.7,1.28974868041545,0.1864608955,-0.729412234360726,-0.320699499419225,191.2296756,2.28155528830242,2.69026802324392,"diaspore"
"82","cont","diaspora","contdiaspora",0.395,-0.40340290437354,11.5,7.9,6.7,1.23936360616661,0.187854452,-0.726178508047377,-0.322775603673837,186.3263505,2.27027427769551,2.67367718206905,"diaspore"
"83","cont","diaspora","contdiaspora",0.3804,-0.419759491734624,11.2,7.8,6.7,1.24123627095615,0.17090041475,-0.767256883309586,-0.347497391574963,166.7130505,2.22196959825806,2.64172908999269,"diaspore"
"84","copa","diaspora","copadiaspora",1.406,0.147985320683805,16.3,11.6,9.3,1.52706722525509,0.84077754175,-0.0753188973893185,-0.223304218073124,750.2087272,2.87518211200446,2.72719679132066,"diaspore"
"87","copa","diaspora","copadiaspora",1.825,0.261262868792493,17.6,13.4,10.1,1.46327315956468,0.960769573,-0.0173807592348785,-0.278643628027372,769.8220272,2.88639033356365,2.62512746477116,"diaspore"
"88","copa","diaspora","copadiaspora",1.6566,0.219217657022907,17.8,12.4,10,1.43343283105854,0.42318085725,-0.373473986007665,-0.592691643030572,441.2992513,2.64473319063198,2.42551553360907,"diaspore"
"89","copa","diaspora","copadiaspora",1.3461,0.129077324252737,16.7,12.3,9.2,1.36040835971324,0.18216281675,-0.73954026692561,-0.868617591178347,343.232751,2.53558872119285,2.40651139694011,"diaspore"
"90","copa","diaspora","copadiaspora",1.8565,0.268694953562178,18.5,13.5,10,1.41968121009059,0.35573488175,-0.44887354777795,-0.717568501340128,544.2690766,2.73581365997665,2.46711870641447,"diaspore"
"91","copa","diaspora","copadiaspora",1.9521,0.290502061453518,18,12.8,11,1.4710528617883,0.58076929325,-0.235996353955043,-0.526498415408561,578.5923517,2.76237268849544,2.47187062704192,"diaspore"
"92","copa","diaspora","copadiaspora",1.5082,0.178458936452201,16.3,12.8,10.2,1.35351342684949,1.53867715625,0.187147506142461,0.00868856969025967,941.4384027,2.97379190986237,2.79533297341017,"diaspore"
"93","couc","diaspora","coucdiaspora",0.2173,-0.662940273679476,8.2,6.2,4.4,1.8552519026108,0.182413419,-0.738943216537809,-0.0760029428583337,259.8762258,2.414766550851,3.07770682453048,"diaspore"
"94","couc","diaspora","coucdiaspora",0.2041,-0.690156995283929,8.3,6.4,5,1.46762909119228,0.12025625575,-0.919892322296844,-0.229735327012914,191.2296756,2.28155528830242,2.97171228358635,"diaspore"
"95","couc","diaspora","coucdiaspora",0.3301,-0.481354475669688,10.5,7.8,5.2,1.48033380430078,0.19705906075,-0.705403591535453,-0.224049115865765,284.3928508,2.4539186746979,2.93527315036759,"diaspore"
"96","couc","diaspora","coucdiaspora",0.3124,-0.505288974794737,10.4,7.2,5.1,1.56234301853658,0.490549641,-0.309317037781441,0.195971937013296,465.8158764,2.6682142865074,3.17350326130214,"diaspore"
"98","couc","diaspora","coucdiaspora",0.1839,-0.735418270761922,9.2,6.5,3.9,1.50597345174168,0.43438423025,-0.362125949624829,0.373292321137093,485.4291764,2.68612587576336,3.42154414652529,"diaspore"
"99","couc","diaspora","coucdiaspora",0.2538,-0.595508382241314,10.1,7.1,4.4,1.53624540345798,0.41240409175,-0.384677034427244,0.21083134781407,441.2992513,2.64473319063198,3.24024157287329,"diaspore"
"100","couc","diaspora","coucdiaspora",0.2545,-0.594312213327222,9.6,7.1,4.4,1.62071594977942,0.1779931745,-0.749596651251898,-0.155284437924676,274.5862008,2.43867870818479,3.03299092151202,"diaspore"
"101","cuek","diaspora","cuekdiaspora",12.7584,1.1057962139823,42.1,31.2,21.7,0.854872148209618,1.0036971695,0.00160269940907418,-1.10419351457323,485.4291764,2.68612587576336,1.58032966178106,"diaspore"
"102","cuek","diaspora","cuekdiaspora",9.4738,0.976524212161707,30,31.4,22.5,0.853674224976078,1.19241326975,0.0764268004259526,-0.900097411735755,509.9458015,2.70752402048954,1.73099980832783,"diaspore"
"103","cuek","diaspora","cuekdiaspora",14.9507,1.17466152704308,44,30.4,23.2,0.920128875063418,1.651049925,0.217760205803187,-0.956901321239894,642.3355769,2.80776197685368,1.63310044981059,"diaspore"
"105","cupl","diaspora","cupldiaspora",0.7075,-0.150273555803672,14.3,11,7.5,1.14534898652273,0.05966149725,-1.22430585189159,-1.07403229608792,87.76951776,1.94334371217969,2.09361726798337,"diaspore"
"106","cupl","diaspora","cupldiaspora",0.7352,-0.133594501621945,14,10.6,7.9,1.1976940273755,0.070832999,-1.14976437020812,-1.01616986858618,122.5831254,2.08843069000247,2.22202519162441,"diaspore"
"107","cupl","diaspora","cupldiaspora",0.6332,-0.198459093809682,13.1,9.9,7.6,1.22693682464405,0.02346530875,-1.629573727088,-1.43111463327832,41.18793012,1.61476996724048,1.81322906105016,"diaspore"
"108","cupl","diaspora","cupldiaspora",0.683,-0.165579296318467,12.6,10.1,7.7,1.33118813267161,0.0762442365,-1.11779298018905,-0.952213683870582,119.1507978,2.07609695460507,2.24167625092354,"diaspore"
"109","desi","diaspora","desidiaspora",0.5803,-0.23634742943547,13.2,7.7,7.6,1.43474823644173,0.083976216,-1.07584369873052,-0.839496269295051,250.0695757,2.39806085722691,2.63440828666238,"diaspore"
"110","desi","diaspora","desidiaspora",0.6539,-0.184488662637236,13.4,8.1,7.9,1.45645076009251,0.072877711,-1.13740527648073,-0.952916613843495,220.6496256,2.34370319486958,2.52819185750682,"diaspore"
"111","desi","diaspora","desidiaspora",0.4874,-0.312114475151294,13.1,7.1,6.9,1.45046805183154,0.07209433525,-1.14209885825306,-0.829984383101769,230.4562757,2.36258853916815,2.67470301431945,"diaspore"
"112","desi","diaspora","desidiaspora",0.4942,-0.306097258933939,13.3,7,7,1.44829288708328,0.09437351,-1.02514989209268,-0.719052633158737,259.8762258,2.414766550851,2.72086380978494,"diaspore"
"113","desi","diaspora","desidiaspora",0.452,-0.344861565188618,12.2,7,6.7,1.50871475991898,0.08360560975,-1.07776458139192,-0.732903016203306,259.8762258,2.414766550851,2.75962811603962,"diaspore"
"114","desi","diaspora","desidiaspora",0.4061,-0.391367010509963,11.6,6.8,6.8,1.4459675692702,0.08701479625,-1.06040689240029,-0.669039881890327,245.1662507,2.38946068548931,2.78082769599927,"diaspore"
"115","desp","diaspora","despdiaspora",0.2438,-0.612966298717637,11.2,8.8,4.2,1.12482534571556,0.28021311075,-0.552511548589247,0.0604547501283899,433.9442638,2.63743395191216,3.2504002506298,"diaspore"
"116","dipp","diaspora","dippdiaspora",9.9611,0.998307300025275,38.7,24.2,17,1.19490512911682,2.53836685,0.404554387426707,-0.593752912598568,2564.438982,3.40899236996603,2.41068506994076,"diaspore"
"117","dipp","diaspora","dippdiaspora",11.1674,1.04795207221237,44.4,24.4,16.7,1.17886529432347,2.5970227175,0.41447574864422,-0.633476323568146,2667.408808,3.42608958091399,2.37813750870162,"diaspore"
"118","dipp","diaspora","dippdiaspora",16.2667,1.21129945722985,44.6,27.7,20.9,1.20320581186288,5.65566229,0.75248346904057,-0.458815988189275,5021.004815,3.70079063785053,2.48949118062069,"diaspore"
"119","dipp","diaspora","dippdiaspora",13.9089,1.14329278471381,43.4,25.9,19.1,1.23728942641127,4.07351914,0.609969761244883,-0.533323023468929,3829.496836,3.58314171503807,2.43984893032426,"diaspore"
"120","dipp","diaspora","dippdiaspora",16.1189,1.20733540097836,46.9,26.5,19.8,1.25098721643142,2.8260191975,0.451175107739008,-0.756160293239348,3991.306562,3.60111508610821,2.39377968512985,"diaspore"
"121","elao","fruto","elaofruto",4.5324,0.65632823087515,26.5,17.4,15.5,1.21116353863993,1.4079557125,0.148588994209953,-0.507739236665197,2128.043056,3.32798041065029,2.67165217977514,"fruit"
"122","elao","fruto","elaofruto",4.0811,0.610777236507186,25.2,17.7,14.9,1.17278536716363,1.50705996325,0.17813053246759,-0.432646704039595,2289.852782,3.35980756180702,2.74903032529984,"fruit"
"123","elao","fruto","elaofruto",3.2942,0.517749962854259,23.3,16.4,13.6,1.21063343252194,0.96829261625,-0.013993379862227,-0.531743342716486,1608.290605,3.20636452497514,2.68861456212088,"fruit"
"124","elao","fruto","elaofruto",2.7051,0.432183324394695,21.2,15,13.9,1.16880694056709,0.5420011765,-0.265999770755149,-0.698183095149844,1132.668078,3.05410266095571,2.62191933656102,"fruit"
"125","elao","fruto","elaofruto",3.7384,0.572685768016257,25,15.7,15.3,1.18892936531483,0.7626008565,-0.117702711292856,-0.690388479309113,1426.867579,3.15438367011667,2.58169790210041,"fruit"
"126","elao","fruto","elaofruto",2.7696,0.442417050531319,18.7,16.2,14.4,1.21254904818147,0.57497906025,-0.240347971281621,-0.68276502181294,892.4051526,2.95056206916367,2.50814501863235,"fruit"
"127","elao","fruto","elaofruto",2.7915,0.445837632186448,20.2,16.1,14,1.17093753759923,0.586057889,-0.232059483586768,-0.677897115773216,1152.281378,3.06155854331572,2.61572091112927,"fruit"
